Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,138.99.251.145,Paraná,2022-06-07T01:38:29.410Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.145,Paraná,2022-06-06T22:27:57.802Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:d55:467d:7b00:8817:1979:5dc6:a659,Paraná,2022-06-06T21:02:14.627Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-06T03:15:16.374Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:214:82ee:2ee7:1:1:6eb9:d42f,Paraná,2022-06-06T03:11:59.979Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:7542:6dd6:4d3a:d40d,São Paulo,2022-06-06T02:34:44.962Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.99.121,Paraná,2022-06-06T00:31:31.319Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-05T18:11:55.105Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:84a7:9f9c:8c8f:78c4,São Paulo,2022-06-05T17:48:32.665Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-05T16:52:04.355Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:4406:98ab:2660:6a5f,São Paulo,2022-06-05T15:28:07.302Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-05T15:06:23.699Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:4406:98ab:2660:6a5f,São Paulo,2022-06-05T14:46:53.878Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-05T14:08:31.804Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:9128:a838:d809:27c0,São Paulo,2022-06-05T13:48:05.141Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.241.29,Paraná,2022-06-05T03:24:08.691Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24e9:9451:174b:186c:a0bd,São Paulo,2022-06-05T01:08:48.059Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,186.227.99.121,Paraná,2022-06-04T03:23:08.673Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.99.121,Paraná,2022-06-04T02:16:37.981Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.89,Paraná,2022-06-03T21:14:25.780Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.89,Paraná,2022-06-03T21:14:25.770Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:214:82ea:8603:1:2:5f9c:d437,Paraná,2022-06-03T06:00:44.649Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d12:ce00:cda4:4e84:269a:fcdc,Paraná,2022-06-03T02:58:38.152Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.149,Paraná,2022-06-02T21:14:21.262Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.137,Paraná,2022-06-02T11:27:32.075Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.137,Paraná,2022-06-01T17:37:18.789Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:d55:467d:7b00:5157:2d34:a58d:c26a,Paraná,2022-06-01T11:05:26.278Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.149,Paraná,2022-05-31T21:02:13.430Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.149,Paraná,2022-05-31T21:02:13.419Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.137,Paraná,2022-05-31T03:42:24.448Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.137,Paraná,2022-05-30T22:17:23.080Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.67,Paraná,2022-05-30T20:50:56.573Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:d55:467d:7b00:96c:815:5012:28dd,Paraná,2022-05-30T01:33:12.176Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.137,Paraná,2022-05-29T20:14:53.996Z
GOOGCAP0010000000000000017514816,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,186.232.177.188,Paraná,2022-05-29T20:09:24.589Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,186.232.177.167,Paraná,2022-05-29T16:02:51.224Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:d55:467d:7b00:96c:815:5012:28dd,Paraná,2022-05-29T15:53:42.165Z
GOOGCAP0010000000000000017514816,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,186.232.177.167,Paraná,2022-05-29T14:34:10.498Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.137,Paraná,2022-05-29T09:33:52.888Z
GOOGCAP0010000000000000017514816,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,186.232.177.167,Paraná,2022-05-29T01:46:08.138Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,186.232.177.167,Paraná,2022-05-29T01:45:46.674Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d12:ce00:41a:d3e3:f8a4:69e,Paraná,2022-05-28T15:49:26.586Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d12:ce00:d4f2:bad7:b688:821f,Paraná,2022-05-28T15:48:53.860Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.67,Paraná,2022-05-27T22:22:40.573Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.67,Paraná,2022-05-27T22:22:40.563Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d12:ce00:14b3:733b:6115:b5bd,Paraná,2022-05-27T01:30:31.932Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d12:ce00:f440:99a2:f54:e3aa,Paraná,2022-05-27T01:30:06.575Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,187.49.88.152,Paraná,2022-05-26T03:39:53.225Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.0,Paraná,2022-05-26T03:08:48.076Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d12:ce00:85f4:366d:5d86:5cdf,Paraná,2022-05-26T01:51:50.902Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d12:ce00:cf6:e14e:8a28:2a6b,Paraná,2022-05-26T01:51:01.099Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.94,Paraná,2022-05-25T21:23:36.311Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.94,Paraná,2022-05-25T21:23:36.302Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.58,Paraná,2022-05-24T21:35:58.152Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:d55:467d:7b00:6175:4b34:7ee8:e53,Paraná,2022-05-23T22:51:19.084Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.0,Paraná,2022-05-23T02:38:05.219Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.58,Paraná,2022-05-20T20:43:11.910Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.210,Paraná,2022-05-18T20:50:36.652Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,186.227.103.55,Paraná,2022-05-16T02:30:27.051Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.103.55,Paraná,2022-05-16T02:22:02.473Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,143.208.41.142,Paraná,2022-05-09T11:34:52.452Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.41.142,Paraná,2022-05-08T21:27:06.001Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.142,Paraná,2022-05-08T21:26:17.986Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.142,Paraná,2022-05-08T00:20:41.920Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-05-05T21:26:26.521Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.210,Paraná,2022-05-04T21:15:17.318Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.62,Paraná,2022-05-03T21:28:00.573Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.62,Paraná,2022-05-03T21:28:00.563Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.220,Paraná,2022-05-02T21:56:02.946Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.220,Paraná,2022-05-02T21:56:02.936Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-05-02T20:23:07.774Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.211,Paraná,2022-05-01T21:36:20.903Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.211,Paraná,2022-04-30T06:59:04.235Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.10,Paraná,2022-04-28T21:34:09.972Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-04-28T20:38:48.117Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.10,Paraná,2022-04-26T21:27:01.205Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.10,Paraná,2022-04-26T21:27:01.194Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-04-25T21:55:29.977Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,189.40.69.221,Santa Catarina,2022-04-25T21:30:13.597Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.99,Paraná,2022-04-25T21:29:49.672Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.105,Paraná,2022-04-24T02:28:58.752Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.193,Paraná,2022-04-23T20:56:21.051Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d94:6100:e156:1379:83ed:d56,Paraná,2022-04-23T19:03:42.049Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.193,Paraná,2022-04-23T14:21:27.824Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.142,Paraná,2022-04-23T13:41:52.115Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-04-22T09:30:00.641Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,45.171.238.159,Paraná,2022-04-20T23:01:42.320Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.68,Paraná,2022-04-17T16:21:36.973Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.152,Paraná,2022-04-12T01:13:28.889Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,186.251.144.10,Paraná,2022-04-04T02:29:12.942Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.251.144.10,Paraná,2022-04-04T02:28:47.412Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.133,Paraná,2022-04-02T02:12:44.671Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.41.133,Paraná,2022-03-31T01:46:06.941Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,201.66.1.166,Paraná,2022-03-27T23:53:14.155Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,200.138.77.205,Paraná,2022-03-20T16:32:29.531Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8dfe:4200:f58a:6503:3560:186,Paraná,2022-03-17T22:44:50.847Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8dfe:4200:8c7f:3ed2:3d15:8df9,Paraná,2022-03-17T22:41:16.591Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.142,Paraná,2022-03-11T23:11:47.208Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.142,Paraná,2022-03-11T23:11:47.197Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.106.134,Paraná,2022-03-10T00:26:25.700Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2022-03-07T21:39:59.932Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.194,Paraná,2022-03-03T21:28:56.604Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.31,Paraná,2022-03-02T21:40:16.687Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.227.109.22,Paraná,2022-03-01T04:16:08.034Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,187.49.93.179,Paraná,2022-02-26T20:35:41.200Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8de0:3800:48c8:8bf7:77b1:812,Paraná,2022-02-26T17:59:05.886Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8de0:3800:b924:b6b6:9b88:c65a,Paraná,2022-02-26T17:58:30.482Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.136,Paraná,2022-02-24T03:20:34.444Z
NFCDOP-01-HNCD9QN1DKNW1MF07R85DMJK916L63,BR,Netflix Opera Other,Netflix Opera Other,143.208.41.136,Paraná,2022-02-23T22:56:57.618Z
NFCDOP-01-HNCD9QN1DKNW1MF07R85DMJK916L63,BR,Netflix Opera Other,Netflix Opera Other,143.208.41.136,Paraná,2022-02-23T16:49:26.921Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.41.136,Paraná,2022-02-22T02:30:03.537Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.31,Paraná,2022-02-21T22:21:20.504Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.69,Paraná,2022-02-21T12:16:05.400Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d6c:9d00:2424:b03a:2b8d:45cd,Paraná,2022-02-19T20:36:21.118Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d6c:9d00:ed78:853c:7149:fb86,Paraná,2022-02-19T16:10:51.047Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d6c:9d00:e983:29fe:af35:1e58,Paraná,2022-02-19T16:09:25.596Z
